Indicator,Next
2151713.13583487,-20
1885725.62501576,-35
1337365.5741648,1
-97081.3723256044,-63
-2706567.59412617,-14
328675.445515169,-19
-1083755.98704672,-18
2811776.4533488,37
-1050058.1748783,6
2889905.07121103,-2
-175579.605412444,21
936531.506623068,-17
-1482573.2686433,175
5424167.22328496,78
606481.687341519,32
5134084.29085285,26
-5944819.96874378,42
-531427.370398385,74
-2103251.23319773,56
279988.724991459,-55
-797785.577703135,-22
-2105898.758461,-10
-812576.151513141,-25
855197.742226895,-78
-777334.520418598,38
-421921.988172101,-4
-602861.318987468,-24
-127111.154911274,6
262942.836209722,-13
-683188.871859284,56
-236600.675501571,-72
364204.228430316,54
1797102.6211096,-30
-331574.947093778,106
1508759.74874793,244
5529831.77915008,3
3328192.37045133,-4
-3609884.33348157,-144
-10269667.5631109,-73
-3306899.54285274,119
3929190.83121681,-23
3383198.69976828,-112
-2347769.74208261,35
-600688.161900428,132
5647491.6945331,85
2856008.40195999,41
3063560.41326513,31
-3220397.98724129,-60
-905383.205473055,-74
-4698717.32820968,49
-2490512.83982555,-53
-30813.4471508184,-11
89418.9301273554,10
409132.069719213,-10
1088366.20040148,285
8983938.0984736,34
1934049.7450727,79
2149523.22547669,329
6803448.84687587,-147
-5274270.17141988,-208
-9832360.03572111,94
-12777165.6280364,-137
-3125229.47135764,-62
4115791.44379146,7
-8007796.83315519,-14
1645344.21078277,1
-7863.55572223231,40
6462035.18416598,-39
3515955.87927789,45
2781660.68112442,-33
-2232513.49074878,4
426169.038999608,82
2413348.38208642,-12
993410.797111029,-32
978621.455834969,48
-1207859.98398842,28
1927822.81222868,-67
-4459577.81794941,52
-1522291.60421965,58
1959234.79435822,120
6473291.8573719,89
4783943.93394726,2
-2625432.37865114,31
-1940639.94723402,-14
-3982841.9196693,144
4969664.37961285,-35
648486.722330917,52
1912934.36069137,-23
-5877088.36611415,25
1240158.4374232,173
3109008.92966783,-139
6221031.1061413,80
-1906392.95902859,-55
-5205283.92571838,24
-5390175.00997082,8
179728.366808102,-6
132966.195039049,93
-604697.317719381,27
614928.084962163,1
36317.5306947521,36
1070700.89489228,-41
-1882356.96528903,-21
-248002.504299424,249
7781679.45724966,73
6188510.2145743,-28
1897044.48239727,-66
-11230243.3222427,32
-4829318.81916934,-6
-539989.332119261,-30
1605682.60450675,-52
-2047164.59391355,21
-1572498.4126346,56
2455314.40546296,5
4308767.40518876,22
-803511.223739574,-206
-7164442.87602041,-3
-3351639.1004529,-16
2700984.43973572,16
7683774.30222665,252
6363516.93130116,-27
-872100.255284607,-97
-3927520.46504958,-58
-7668869.65157684,-8
-1134186.50910339,14
1556309.06335833,39
2416397.53737405,45
984683.336506689,-38
146510.737883746,-22
-358069.269372055,55
-745004.443088401,-43
-1549747.17263905,-33
-454365.211134824,-25
-1136482.08031675,-17
-2360092.4567193,-55
-3234606.38091677,-96
-298871.816174171,-62
1960688.42277557,-66
1269063.3381423,-2
1506847.98582361,-107
-225567.404213305,76
2976435.39547831,8
1697764.53646105,19
53172.0841223122,-65
-504875.011271861,-67
-1831377.88015584,62
2253574.85021414,-45
-401114.573640288,50
2671946.9894331,-20
2238265.96966864,-29
-1307523.02195339,8
-1730448.59284271,41
-1065139.94636196,-50
2101361.50466159,24
2128212.66832275,88
707110.480343005,-8
142758.982543756,50
-1682326.61292562,42
-1160984.94116534,18
243431.548806875,86
1808859.52339493,185
2726650.61119692,-70
-2509803.03727516,-85
-3179037.21055067,3
-3145276.43677631,43
2683497.11805621,-51
344083.460208396,-40
-1439902.62930308,35
-1234194.29066502,-53
-2003645.03477802,-94
-746134.410381001,-28
-1256858.73267447,32
2253382.21887014,-29
1399538.85088643,-47
162823.838869892,-58
-881668.368854068,44
1786716.19716411,66
1889763.67421322,-69
668715.556289065,-171
-2301657.30528486,17
-1553109.65417444,6
-18448.342659531,53
1867724.2924228,23
2380603.99473,29
1043228.96948166,-72
-4172486.81835958,-143
-6080024.37990571,-60
-5600406.19516311,-101
-478694.25672328,18
3059240.0003775,58
6351910.26945605,3
3566225.70349001,-24
1048698.41016569,-37
-2667442.60893292,82
1985329.51948428,306
9089170.14981457,161
3829509.52244699,-134
-3582537.07245254,-41
-8546952.08991319,58
-3908340.14911339,23
1855945.845259,-24
-227078.525541721,-74
207525.262352322,-174
-4996269.86859752,41
560664.045892118,-157
-1133937.4441197,32
4754502.34804325,-27
-959421.312749521,-12
1066058.9814961,30
-451860.979571025,104
1837954.32428229,-24
1376050.02674324,96
2193732.37164906,54
-840440.388856094,16
-681023.408218621,-27
-2199801.39195259,-20
-177758.099066798,-42
44.3932103322778,26
246101.218225132,-12
-277714.562431978,-33
62162.7796030921,-23
-997942.668077685,92
2284261.08625685,-14
453839.599196322,-6
1512130.70100889,125
-143890.881623901,91
273025.674961186,-20
484886.686998643,228
2236766.03965587,108
1834053.30625086,55
5076500.70008488,310
27609571.1488041,9
-24060517.328101,-260
-13040596.0840488,-137
-34319698.7292787,-189
16648004.8600918,-84
6963583.02713114,-88
-419516.446579808,73
610960.803228902,202
3921020.20788964,11
4941546.57710678,33
4391208.67806978,14
-3330079.74076506,105
-130062.480123994,84
2249924.12550993,-62
-99872.9886525677,144
-1266455.33373732,-46
-4379066.42452261,-80
-1940103.37633763,-36
-1905525.08495193,-127
347325.337879472,-73
-3468337.45788714,-73
-499762.031250629,-75
-3054337.34456784,81
4451545.75129106,-37
-245986.290431389,-73
4015118.49021989,273
5222554.97602375,-95
2066778.4894191,88
1368362.68267946,-37
-4065463.2368866,-41
-385281.064796755,39
-507080.556092084,-24
-827635.537369938,50
136172.842927219,36
87462.7244379222,145
5782386.23720479,-57
-748760.644763771,-10
-831622.074870132,-73
-5237834.13365356,131
1818218.32135676,1
775518.942007212,-52
-915887.181521454,3
-820609.296117601,55
1144063.99163166,-19
1773071.79214159,-10
167530.200598369,-30
-1314060.66233811,-101
-2943354.71615757,-71
-3095724.26792488,2
-231184.457323044,27
2215432.83825513,21
2328147.2042964,-21
44466.5771023788,-9
-1687962.14076449,-26
-2836390.36901642,-57
-948438.483006862,65
1139724.96432218,45
3584742.67512962,-54
646860.647260486,5
-590853.498200601,-54
-1322913.69855174,-23
-3552298.71468592,-22
-134948.910500008,-25
1020501.44069766,28
2622729.92120423,103
3238006.071253,48
2576873.23065327,-76
-1338057.40241235,49
-1686865.18873168,20
-2321503.68567386,-9
1699841.02939967,30
-662300.663499788,-6
-10221.0764734311,-66
630640.190692535,16
-21466.9275195479,11
-235586.931565615,-9
416980.760729436,5
-113449.235186151,12
40062.6530335188,80
6664107.2292924,-41
51492.1302592425,67
681588.814448411,-23
-6724838.11675324,25
2483670.91772007,14
326534.904137046,-18
425643.790174165,-74
-2695150.93250691,-9
-1404321.54433997,10
-649770.723089234,-50
-1269197.55219965,-37
-858951.263351677,-67
103675.147236205,-106
-1011437.60358377,25
1310378.85716553,45
250486.915117631,34
1776755.67583086,31
119271.185058469,-1
-1528492.97370038,-54
982005.428187302,12
-101869.384165135,13
-351063.051397995,-70
-4555648.07215831,-103
-5406927.23512184,-31
-1659400.84213016,-24
3526418.19019842,66
7100038.4128471,61
4412722.41400032,-37
1060701.92115425,-12
-2126884.9895341,47
-557644.312030201,-135
-1627254.3454966,-8
-1735005.95646999,10
-1403545.83598977,-6
880585.625513274,-28
-362395.349801747,-85
-5822255.9128872,-83
-1456870.83704199,31
-1370227.61103072,-115
-1198173.39562413,-103
-3446343.99397762,154
3990319.45925412,105
10211639.0979139,-46
5589042.59057682,12
-487670.539521291,32
-1864456.61446666,29
342918.205820092,-38
763970.198180406,-4
-72671.6760634183,51
20068.1865245822,-76
-350494.715381914,1
-704639.477158241,8
-1264222.65390994,-60
-2228137.91807153,47
1273334.2101475,-27
572810.080399542,75
2940789.67885457,48
2321418.13698507,22
232597.212470856,-22
664241.863750963,135
630263.912677179,42
1521774.47824203,-18
-1466291.54935163,-84
-4428989.54288233,-75
-3462693.58599352,-91
-2721663.56598673,-43
579955.60556401,-270
-5096302.99655195,-217
-7000832.62439224,-36
3404660.97645772,194
15829929.7336942,57
11251811.6091195,14
-5473886.78221615,-25
-7192912.08568859,-89
-3672679.261473,60
2842407.52103573,-4
-377617.772186218,-5
646016.20794079,271
8084949.60171862,-5
106849.476144743,-28
801290.3362927,46
-8934003.61488862,213
5252875.17589957,-128
-666310.264435054,-10
2224186.24088349,-41
-7819145.26609729,-17
-312916.933491562,-110
-11602421.8723511,-117
-677162.465716276,64
1639248.20466761,101
10388875.8145375,-113
1760774.99448001,-72
-3758915.77967542,259
12994125.4286125,144
5383993.18039108,29
5619743.61085143,-136
-14514720.3161608,123
-3275681.79964068,-35
-2849160.12149192,-59
467836.827458165,52
-1860943.71601525,28
719976.212799529,-3
-734386.575760031,-35
-1028589.91863284,-34
-199945.867766388,2
1802987.73362465,149
2676113.65952234,2
3226222.43503464,-147
-3998074.8181124,-88
-3150484.49238887,-83
-5222950.01118485,11
3181840.03751514,4
592687.279875296,-71
1221525.21323185,-83
-2721105.66086597,297
776681.946083543,0
1207249.96684671,0
2721561.35388171,0
-0.0002485544927625,0
-0.0002485544927625,0
-0.0002485544927625,-158
-8454408.04083242,-34
-2653371.69788939,-140
-4112994.20753559,-210
2009673.07557639,59
2837819.74966568,30
4420499.67160219,-44
-7830321.39818119,-195
-12899499.687613,-97
-3528311.70741629,48
10436659.3464066,259
19073536.886054,84
11072346.7299605,-15
199289.944165294,-372
-26706034.1944281,-174
-23342353.4946197,68
-3483614.16772008,100
24291681.9787128,-31
16819835.0753759,116
16990339.1312871,159
3925269.28415755,186
5201189.57761632,-118
-17453350.9452684,13
-5712507.13537751,-14
-10385788.9975332,-250
2810454.46973812,-111
-6211217.86614527,5
3846189.87693355,-48
5439416.74609709,46
10837756.2950645,68
1893050.50395018,49
3328348.59996399,250
1879991.3077394,-220
-8473735.23285769,2
-5798866.76268892,79
-7951233.26936913,-58
6207269.14201664,38
3771815.89914965,71
242338.377946099,305
22379578.7607459,104
3357792.45244743,-207
-2163415.90315423,-4
-24804634.0365209,134
3453094.72821831,-14
-2255905.09213219,-46
2299237.1837434,-25
-11109563.6360615,-16
2358629.70043957,26
162222.620871773,-17
2264568.95028163,130
5309901.60653624,-5
139730.669080599,8
292269.892891612,51
-3981707.56894979,72
1912493.17464763,-22
-368508.113067275,-91
-2376333.83267258,-34
-2466605.83937442,114
-1044929.75534637,-48
10831904.4006141,133
1543290.87433521,-26
1955089.8461206,-24
-13735917.6924526,4
245949.064703465,216
10072033.1372193,17
8118276.15011904,2
1463968.35956746,114
-9780612.73861513,-118
-4795561.30706053,-64
-6773889.6226756,63
-130836.898011941,21
1978168.33756332,65
1823744.33806853,-359
-29791194.3828924,-553
-34815812.0529689,-99
-854611.256054822,161
30253114.4675465,-87
32950902.6860473,-58
-4748697.68082413,106
367344.199686412,33
1969683.11810252,46
10251991.8197225,59
1680975.08992725,65
4471889.76778019,-36
-1138865.848015,151
4789976.00182802,-121
-5620750.75665143,-20
1005365.76001761,18
-5495903.96023449,42
6377824.95803965,22
-2631138.27880858,-89
-5503613.60971402,-96
-5175086.24918367,11
3425350.95056976,-28
2194858.87560489,86
-143212.619363088,-200
-12569685.1599835,-224
-15389011.8466145,53
-5097759.92953626,-38
-2879094.17669329,-60
10637532.5113611,50
4543731.96505129,-12
14333058.0360631,112
11328464.7324565,-54
-6744795.41512519,30
-1222836.02538936,-2
-5265116.91310131,-144
3942745.16982565,-295
-24585195.7444078,-13
-11914783.5165093,-46
-2741202.93179246,163
25523769.4590839,-144
542473.90227661,-179
-5492667.58009212,54
-1878172.04201024,151
21740271.2101665,-109
8516249.81717072,120
3485848.48499867,-89
-17623935.5649895,0
5201251.8906407,88
1771314.62293015,-7
9876168.91436543,28
-181929.584833223,64
-217174.147777452,198
8326325.88148851,83
7507120.20354595,-94
-3426297.10813909,9
-12804321.1626958,-183
-11455475.3612907,-168
-4645126.96105407,177
4213813.97613862,79
3717078.13848602,38
3827394.36335187,-79
-4240642.58793095,23
-1944688.98510912,-52
-471299.288826621,40
1915110.0234754,20
896209.985166566,42
598159.111418232,-1
1564780.50980365,72
1611588.53887451,-110
-3477107.22855637,-130
-5294309.10591797,211
1377246.53216778,160
3568410.01431221,104
17406500.9117053,-184
-9563507.97451352,44
-1384432.33029632,-127
-16725423.1662461,-2
5504803.33141235,-55
986418.241001519,-121
-50513.7144814547,78
1877255.13265371,39
1489025.03789366,-42
4305912.2602455,-84
-2958773.47626758,49
-854290.032789768,-120
-3736451.96299342,-113
-6864126.28688884,-86
-3188767.03460399,-3
911096.020344299,28
6633335.58478016,26
1823318.00424997,102
9467528.33401178,-12
2951181.64174942,7
-2185825.31684493,8
-8716597.85246662,64
-84678.8030530278,83
3984698.59517877,122
8975109.36953895,83
919935.607502651,-38
3644631.48617614,-5
-9073404.79790188,-100
-5473423.3489745,-220
-10337882.9171809,34
156867.448050071,-26
3162123.09091744,-19
4652880.50142795,0
-488900.908701355,-211
-9723936.20879099,63
1551852.92521831,39
3127628.55080832,-31
11187283.421897,-29
-3428661.01874135,-56
-5175812.17922543,-25
-951548.095199555,-152
-9339810.36695102,91
2820297.69028474,39
-194922.399625182,95
15202725.7122913,22
2177437.87196037,-196
-7921287.38256483,123
-117981.843426921,134
1083002.06274735,69
12609289.0912179,-157
-4982509.86944633,-43
-2844827.97898366,17
-4132682.14691142,18
1775497.54962015,-41
-4269855.85612307,-14
-733589.697006594,78
775891.085150912,-21
3578293.75193215,46
350732.501205159,7
-1865416.21450909,24
390637.170966539,18
1593667.31942391,82
7040965.38932335,69
7905273.31823543,18
2824888.79650347,316
23783166.4328469,154
1856515.7387201,182
5286614.74744361,0
-30788271.4834387,71
-12265660.7143677,115
-7115678.34366075,24
8290585.19189501,563
29181941.7192079,-258
-5628183.95763666,-33
-6011601.54140292,-123
-30008576.7481646,30
2687484.4696005,-16
-1064336.50584172,-43
-10084013.6868289,-111
-2332752.09121761,-18
-11462684.9978672,-95
13229345.357113,41
2830164.65332492,6
11480896.552201,6
579364.196936345,77
3940465.90884381,-16
704359.278267079,45
580229.265125124,-88
-5415686.24028286,24
-964343.905903088,-31
-2270174.20687971,179
10740183.9323471,-52
-4987651.21822627,139
12109910.178895,-70
-10677083.9318512,-120
-1556031.46545481,4
-11600528.8785618,7
860591.005492412,22
7355367.78009199,33
1338173.56813588,88
5901695.39695263,141
6693199.66956253,71
8970392.37673243,637
32128897.7945915,23
9383666.65682345,-56
-18284315.5499175,-137
-40665128.0227963,193
-9888956.55088671,-85
7820457.31112291,-110
-1622719.22228421,-290
-33549374.8936127,-30
-1491278.09136366,-20
3099861.75703747,58
28942976.1117062,-63
-1965946.82719215,53
-650767.360755352,23
-1384662.66898317,-47
494570.098651838,-38
1223283.00877235,94
-1362865.70681275,-124
-3702840.75879389,118
5524297.31354584,84
4306708.06416012,27
6214398.64224978,18
-4893334.30412748,-27
-5140135.93393816,54
2995046.62006568,-28
-2063511.25360902,154
3108872.87065248,-88
-2405431.17267695,301
10940462.444583,-91
-1082422.5498752,-16
4316316.98108742,-31
-9277943.90216546,-62
-2225141.7005485,-39
-6710270.40827813,33
665649.229348146,121
6594711.98077445,-112
-546937.999919729,13
-725699.097984568,49
-3379877.70444086,-25
3229360.85157598,78
2673763.14433043,-37
-339573.248304034,-49
-1684556.00217029,-106
-7750333.91000006,-100
-7050515.74311671,19
2495626.02423888,177
12691744.8958316,-86
4635791.51098123,162
7920698.64255057,-48
-4254275.69898237,12
2688633.65041199,156
-4960933.77706117,6
-1949757.14565575,-47
-4181783.99829776,-73
-6093033.82261355,-3
-1173904.19805384,183
40459709.8114353,329
25344245.187453,-126
2846199.41559679,-105
-41783813.2390698,102
-18846427.5628113,-120
-1608175.65511773,-54
-785645.803104347,-328
-22405069.965762,75
-2517360.27829822,-22
3879730.31389818,-274
-2340907.45663695,57
263543.619239044,-58
222245.097809587,-47
17767112.4800341,87
3680659.34629841,-59
-220132.493868941,-186
-7607819.42754943,83
-1878093.63558256,53
864765.888140988,31
11442551.4721213,46
1065856.71314211,80
339290.770966923,112
5769908.14351781,10
1726644.91163188,-84
-4462306.40708057,-12
-7953844.56594836,24
-2731973.07002572,371
20118663.2906202,87
3518780.69030716,-41
-1027013.99076703,-62
-19082776.2390228,-22
-2703869.11810431,126
-1200819.89850236,61
5658113.79868128,81
5238967.92966134,-77
1169680.59197082,-89
-3341761.0364034,172
3124537.2644181,-83
450157.371349473,-30
90260.9348512093,-147
-15171965.2859391,-57
-3816700.87819574,-22
-87571.1414197901,112
858205.828026113,128
8203460.00561766,-105
80469.9914264992,-48
6461638.27491267,6
-4507275.36383764,-133
-3098037.45135568,-2
-512225.396897464,-58
-1475303.404677,-197
-6476477.58899748,-14
-729550.662557933,72
3114730.78373722,47
7272581.78570903,-67
908444.824210173,-43
-1251105.8610271,112
8356581.90680663,48
3244705.11867962,24
-406340.781567541,-55
-8211071.87399009,70
-1804028.28764474,-51
-997357.533223635,154
9095550.35265748,102
2100762.46761164,-46
367617.908410945,-9
-7587134.14236914,-100
-7926000.20151255,-10
-172320.096659401,64
2630208.97756209,40
5013246.36448657,-7
442432.969050005,185
3728214.93144885,65
2328103.17261358,33
6465662.01141144,-99
-6573353.27682402,161
-333612.55536212,203
33740212.6170861,171
19414683.3884539,118
3150142.39619536,58
-35012139.7800186,-187
-19108780.1335227,-238
-19929584.6090411,-113
-4740061.83785364,-110
-6269520.67389202,-81
11395579.7646026,-167
-6568963.25003875,98
3756778.33615457,70
3165046.2871621,16
8469697.44080222,-81
1984139.05346408,-162
-3679844.24388824,0
-2459146.71326436,22
2268981.17243474,-292
-14012545.5700857,88
-938894.790860924,-51
-3155988.38256847,-37
16700805.4855718,72
3071829.32162201,211
7551519.81822248,308
8556151.15375314,77
1163996.68775778,106
-1565213.2483986,-132
-11506304.8282459,65
-1580914.71159749,47
7568743.01864744,143
5546292.28541875,-137
-4775801.55655611,286
-3525876.02580222,9
8907590.31255965,99
9692530.80642286,-251
-15780208.5086065,13
-14357924.8369648,41
-4422278.54843185,111
13440369.8904646,9
6027693.27167723,-147
-3677212.10653541,-35
-11364380.3534556,-232
-12507775.6670188,-63
-8484145.61457786,36
7177455.84107316,-32
9731420.48791359,-70
7753631.85175169,-56
-5739359.47275079,145
1378135.52016506,35
2322991.122388,-30
5035301.32034111,-58
-193494.212776348,-75
-980152.451153341,71
1356007.52032435,-42
-1416998.72118293,6
607581.344267439,29
-1859451.71214458,-62
-2731005.99032025,31
-1653270.64013182,114
2002334.42840576,-27
3240977.57701861,-52
1590210.9547975,-97
-3923697.70743853,-136
-3931886.05163189,126
2759647.63037905,69
3990092.7313842,-43
4162768.83652973,-34
-3025183.1890147,-96
-4098652.33206548,101
1714169.66242805,114
2760542.64819942,-69
1156013.09145209,-171
-6314770.37945889,-138
-5594099.56806122,-127
-6026714.86116599,62
8248826.74665611,-9
6486359.69110304,-51
5657168.59971736,5
-3294616.49745858,-30
-10991181.1759842,-124
-2122371.69165398,97
310434.964658756,-71
5313427.2283471,-24
3464578.07307972,59
-349176.049194974,64
4279615.85873276,-24
-1143892.85035054,175
6258341.65299118,107
1916425.98106666,29
5124921.08839389,24
-6476185.08273472,152
1606369.51708972,41
-1667649.62312062,33
-322240.88122834,21
-5445378.18352634,-25
-2248775.23190402,68
147404.275387206,-60
-893619.000142305,-33
132288.882160218,0
-195065.598993221,109
4882240.1998877,-45
1024840.67514947,17
1117739.76931727,-88
-5505705.56511499,-209
-14849968.8952187,-76
-6292378.4689999,-127
646375.95222335,37
13913563.3493647,9
7916221.53889465,1
1473013.68548466,-5
-430657.656561651,161
398485.810908332,97
4040494.11329287,31
505933.229727565,-126
-10258479.8278853,60
-2244390.07652233,-287
-7230808.16685499,-97
3637818.51912008,162
6009609.44107123,108
9386978.22839668,-41
4128597.25757819,-2
-7482701.98940629,13
-1590502.61178641,41
672524.523109579,-23
289848.685706085,23
315578.446577845,30
178559.872959225,-142
-8194184.39451209,-87
-10054557.3773885,-90
-7340012.46441729,-85
6162237.89653742,-21
8022748.24328319,-106
-344561.409236818,-56
-2268776.8057052,31
3197353.66141381,53
6633812.67005848,99
4157304.39984807,27
-2231257.68108011,124
10731685.9194543,-8
-1094892.3051918,-49
-687157.243599332,25
-10447748.7005555,-109
-2139569.23042984,4
-1267571.51008267,146
894541.038637425,138
5454740.33813179,99
3810448.74650506,-56
-358158.441376754,-45
2738106.34056076,95
-1217680.19651623,-29
-1162063.1645273,94
-2825363.91000479,169
8040252.3307848,19
3893549.19644075,-136
-7576172.15127779,-2
-9379496.49014434,196
4945871.48337699,82
8392451.6039988,-32
-6993538.78601141,56
-7164961.06286397,-98
-5339297.96821358,-11
6566147.85025864,-122
-8644579.68028505,-21
1037284.95083834,24
1444227.44847405,24
8024513.23251978,-23
147749.813227412,36
762536.965907122,-31
-5278955.17856582,-16
1496182.92284825,-173
-8736160.16486894,34
4355628.05357528,-53
2939503.95065197,-80
2861045.50349513,-75
-1780797.22625382,121
-334314.993739682,-110
2705917.70833272,97
3573628.85214166,0
-762718.740850235,70
4676599.79582116,176
2078640.85844108,46
-3396583.11935819,-38
-2945750.1299551,12
-3416478.58010136,60
1424006.53091793,42
1595452.49353004,-88
-1574787.48187392,-155
-5972526.53015571,183
4894854.87049708,-72
-1879163.20684574,-29
4708063.14504924,-78
-7552829.63477908,-38
1107518.33998945,-110
-7119800.83053324,-93
-355476.764855705,-21
641196.130832784,-57
6379918.60068428,12
3503266.60328459,-37
113156.843896245,143
4515915.87127745,56
-1337836.34718223,-93
47845.0699690251,-66
-4723850.67484412,73
1598896.35977568,-33
1250828.14458336,-11
1211708.53335123,58
-1211642.70570496,-313
-22682467.6764698,-324
-25963527.8052816,70
1390303.87599416,-102
12946468.5927744,61
26614449.3961842,96
857557.025227639,132
17086087.530456,-6
-574219.849848955,-25
-3391309.75298921,-43
-7760177.01817367,80
911848.162073905,-28
1093006.46143411,-50
-921113.408278377,-94
-1749450.84670323,101
3169803.55158245,58
3289581.66156853,151
17754848.2456008,76
2147495.59441027,14
-506294.226099278,24
-15436621.1181393,1
-7522039.29524984,-19
-13958.5668836942,73
3122409.32660993,178
12926690.9253026,-38
-1233728.83742525,41
-4990953.03694312,8
-12039572.894001,4
2148216.58077677,64
3563282.29262381,27
2663739.26097558,-51
-7180930.80124628,31
-2867907.79638773,39
-2052703.10040106,-70
4131075.20821162,-119
-8107064.71950748,76
364739.315857944,26
3557590.76725542,114
13188636.2969394,358
19182340.6918052,-135
-2186332.61573868,11
-9119892.95896928,111
-15165873.8342089,-8
-2229154.86759207,261
25549644.6025109,186
46657128.4269732,59
15898037.1470797,-49
-29098939.562374,-27
-50269610.5455328,-217
-19129081.317006,-13
4199696.35830501,136
1863002.42413618,24
8482894.69154901,150
12688919.2539378,46
366656.253641986,69
-776488.869033731,-89
-19961111.4737086,-450
-19169064.141282,-5
-9174513.66606878,16
13584121.3357835,61
18753252.2833768,114
11274829.3892752,0
-2747373.55706705,-107
-5598103.91881004,128
-2196077.05681736,-98
-792276.694719411,55
6667183.83334046,110
-1323615.46598873,-52
-829369.666852737,-48
-4989568.75816421,-190
-8620368.96512539,-74
-11093050.4529322,-206
-10534525.1633305,-8
8893331.50597975,-5
12436473.6056459,5
12045944.3792956,37
-123237.334365975,63
1158796.46092175,131
4146114.92398916,-181
-6578695.68259991,46
-137829.449356468,-99
-4431957.72910974,46
4039098.00082689,-89
-1555968.89356708,38
3113539.27395454,62
2307830.17701836,-47
758648.423222972,-62
-4809938.55077846,-29
-4192634.76359472,-11
-201911.985523681,112
3296880.32782011,-150
-1196090.31405415,-230
-12636863.879023,-19
-2086061.3863501,10
3941580.11926181,26
15234800.0516951,99
1791382.61931509,-41
280742.482531178,-20
-2102742.97163952,-332
-18811945.7148319,153
2880401.79273312,-60
-5075698.98973716,-36
17551449.7187645,-84
-10265943.1187667,-77
-6425470.09528915,38
1439705.67841501,36
16764130.5657587,72
10815042.8066868,27
-479872.869454443,-84
-12123513.837452,-91
-2509305.64889783,-32
3471629.96553441,-185
-7222945.04081148,169
8456494.08202611,-50
-5346167.01709331,-43
7385298.05536026,-96
-10826764.5133222,110
4368942.85777721,127
4739196.99519385,12
5552196.55351471,-1
-9883408.7824587,-21
-4503640.26990687,25
1576904.17740997,182
19114544.5873366,130
13856254.529413,37
-1327402.65457824,45
-11216274.1423563,24
-4739921.09060451,34
288943.972352215,-28
-653487.676363635,-16
-9228973.94967946,-23
4082718.43133884,100
-73942.3851173523,38
7602185.19737649,-121
-8041878.50501545,-19
-221343.325103936,-81
-9362022.92211124,-48
1148798.66864513,-33
-1713990.8271875,-60
996459.418647359,36
4986522.02152409,30
2043088.72968701,-67
2708126.68048611,-66
-4915297.16242027,-26
-1566549.76049602,-50
-2276199.4006897,50
3101578.33409623,-50
-549822.344035011,17
3758582.18422287,21
-865399.066648721,-45
548413.388651546,9
-2179780.526975,-57
-5119288.23718581,-28
-1396099.93784388,-240
-12604455.3973546,-19
1399578.5046317,-53
-3460727.102241,61
21098652.1776246,54
10519149.2590042,109
10634970.2003831,-87
-13576987.3263841,-21
-10052487.6612103,32
216194.273693399,-40
6840963.42269158,100
8240315.1967417,20
-1645537.15370319,82
1697648.19286195,-40
-5206550.75594055,1
-2557838.6759023,40
-1287259.95646659,25
268969.810133566,4
468394.580459913,48
1535689.24798248,19
-1031748.90892275,44
5620054.84356185,98
980614.546187088,153
10605325.3477441,-66
-9347575.63713345,-30
-4596534.45574501,-50
-11276858.1587792,-107
-7895313.43683119,-131
-1970668.41397213,-209
-6004183.59467642,115
11256507.4213812,55
3441991.88120377,53
8172841.8468163,99
2863254.20902964,79
5810015.75189054,-358
-21345487.2323272,95
3540898.47698986,-24
-7832863.64113509,-151
17445758.7294219,88
-4402804.08056255,-45
1007550.36136819,-16
2914870.06920497,62
-4808663.81329719,96
5057918.51516441,-21
-312164.483808588,62
3241609.97758071,-1
-4086578.43943449,1
1672775.57969795,-68
-3320053.04943831,-13
422127.842075019,123
1044751.35584592,-65
-110599.482565268,117
1678562.86925957,78
631506.678296035,-57
-303487.653789279,-4
-2807498.62667153,-98
-3897711.71153799,22
3619444.07157684,-92
-95950.6235169781,26
467030.090971812,-21
-2397557.25063272,-69
-4912423.24662859,-75
-650159.009825171,16
-1467605.15054105,-119
130680.622524579,57
861642.305282379,63
3597355.49237648,-71
4135037.69253947,-5
-552000.083682118,-3
-1393775.76300043,23
2445002.84305651,-5
75492.1592940254,57
4600977.94504915,135
3857909.47814866,-9
504805.420906161,51
-2408845.05656392,-7
-5403102.43822893,27
573131.249630165,-2
-2977122.21987709,44
1370515.4199433,259
17555747.3714628,-74
-230594.640542108,-64
-3647537.63726644,21
-18219753.1365413,-11
2058618.92788983,-12
1167790.20280861,45
667549.243724052,-76
-1754858.81574391,75
2265309.35211939,57
377700.356620559,-60
425608.196386032,15
-468947.987730068,-72
-5593770.28913578,59
675299.124717159,-21
-920582.247697921,-4
4551660.77740319,12
-250482.458909855,23
1451908.42847351,29
1888951.23771098,61
756014.713534066,95
1238754.26296947,-87
-2175962.0745659,5
-1476241.44827645,-29
-3633298.46207118,-4
-1048983.54809373,3
-638360.723887542,3
618505.26095272,85
12693018.7017497,-19
1000297.86045948,79
2681559.5991324,-51
-11735342.9798361,-4
499297.028984819,-18
-2768481.42369683,116
4787670.45455661,23
1489032.23848022,-15
4998837.30202743,-37
-4824019.32360842,-37
-233618.203320091,17
-5376104.62422026,40
2705922.47843369,-50
-1742051.50936428,-43
-919064.829441245,-60
-6541214.80162006,41
3658413.70705951,-45
-4497737.59052432,-11
3783872.50651789,38
-3641661.41604678,-26
5620403.23278935,-12
-154774.633608508,4
540384.491656492,20
1354024.73349694,26
3563091.72651878,-48
-797026.326019081,32
69442.5710681888,7
