,time,open,high,low,close
0,1535720040,766240,766771,762449,764335
1,1535720220,764438,765937,764438,765937
2,1535720400,765937,766102,764929,765421
3,1535720580,765418,766580,764997,766399
4,1535720760,766500,767006,766202,766518
5,1535720940,766203,766254,765428,766176
6,1535721120,766177,766820,766050,766491
7,1535721300,766640,767000,766493,766574
8,1535721480,767000,767131,765608,766213
9,1535721660,766283,766515,765554,765554
10,1535721840,765486,765948,765119,765948
11,1535722020,765948,766001,765353,765977
12,1535722200,765616,765982,765355,765876
13,1535722380,765944,767246,765563,766906
14,1535722560,766999,766999,766235,766559
15,1535722740,766559,766979,766387,766884
16,1535722920,766860,767500,766540,767500
17,1535723100,767574,768679,766294,766442
18,1535723280,766806,766987,765912,766583
19,1535723460,766583,767225,766352,767225
20,1535723640,766991,768967,766788,768967
21,1535723820,768585,770143,768042,769845
22,1535724000,769480,769980,768759,768985
23,1535724180,769082,769712,768060,768479
24,1535724360,768369,769002,767853,768046
25,1535724540,768405,768901,767742,768101
26,1535724720,767855,767855,767263,767263
27,1535724900,767262,767885,766651,766949
28,1535725080,767197,768538,767197,768538
29,1535725260,768358,768769,768358,768614
30,1535725440,768615,768627,767602,767928
31,1535725620,767693,767940,767265,767919
32,1535725800,767919,768409,766937,767864
33,1535725980,768268,768409,767801,768106
34,1535726160,768106,768390,767799,767800
35,1535726340,767949,768044,767060,767799
36,1535726520,767942,768021,767588,768003
37,1535726700,768004,768245,767811,767811
38,1535726880,767838,767936,767258,767700
39,1535727060,767399,767399,765299,765535
40,1535727240,765866,766388,765410,765958
41,1535727420,766100,766359,764508,764660
42,1535727600,764660,769369,764660,769366
43,1535727780,769369,773499,769366,773272
44,1535727960,773154,774000,771404,772701
45,1535728140,772701,772950,770600,770880
46,1535728320,770993,771486,770325,770564
47,1535728500,770349,773583,770349,773583
48,1535728680,773424,775256,772515,773536
49,1535728860,773536,773536,772390,772995
50,1535729040,772753,772991,770900,772288
51,1535729220,772165,772877,771342,772321
52,1535729400,772321,773500,772182,772862
53,1535729580,772862,772953,771797,771800
54,1535729760,771721,772736,771721,772138
55,1535729940,772100,772999,772100,772336
56,1535730120,772336,772895,772021,772296
57,1535730300,772722,773692,772275,773175
58,1535730480,773167,773303,772662,772760
59,1535730660,773109,773109,771802,772362
60,1535730840,772362,772722,771802,771803
61,1535731020,772181,772186,771208,771608
62,1535731200,771608,771609,770573,771084
63,1535731380,770948,771557,770702,771377
64,1535731560,771075,771824,770705,771824
65,1535731740,771963,772753,771121,772741
66,1535731920,772743,774570,772002,774003
67,1535732100,774003,774929,773367,773367
68,1535732280,773367,773627,770760,770760
69,1535732460,771376,772415,771040,772110
70,1535732640,772110,772810,772110,772188
71,1535732820,772409,774272,772409,774202
72,1535733000,774202,776125,774202,775172
73,1535733180,774994,775174,773564,773993
74,1535733360,774000,774120,773180,773180
75,1535733540,773237,774124,773127,773502
76,1535733720,773500,775000,773393,775000
77,1535733900,775000,775621,773418,774316
78,1535734080,774318,774698,773940,774040
79,1535734260,773940,775008,773940,775008
80,1535734440,775008,775108,774331,774686
81,1535734620,774686,775107,773466,773689
82,1535734800,773556,774948,773556,774649
83,1535734980,774466,774796,773119,773119
84,1535735160,773119,774305,773119,774305
85,1535735340,773952,774273,773757,774148
86,1535735520,773754,773931,773486,773879
87,1535735700,774471,774518,773712,774160
88,1535735880,774212,774417,774212,774212
89,1535736060,774212,775660,774212,775408
90,1535736240,775407,777680,774872,777396
91,1535736420,777395,778000,775568,775835
92,1535736600,775840,777645,775491,777319
93,1535736780,777379,778114,776775,777893
94,1535736960,777893,778888,777557,777794
95,1535737140,777698,778670,777444,777834
96,1535737320,778368,779207,778275,778312
97,1535737500,778314,779851,778314,779851
98,1535737680,779900,781000,779300,779894
99,1535737860,780054,781249,779660,781249
100,1535738040,781120,781999,780427,781381
101,1535738220,781382,783000,781382,782000
102,1535738400,782000,782000,780149,780953
103,1535738580,780931,781917,780343,781080
104,1535738760,780902,781919,780504,781919
105,1535738940,782000,784710,781921,783115
106,1535739120,783467,784420,783200,784017
107,1535739300,784171,784799,783169,784379
108,1535739480,784529,784664,780901,781120
109,1535739660,781359,782418,780692,780970
110,1535739840,780970,781181,780097,781125
111,1535740020,781125,781843,780950,781604
112,1535740200,781967,782664,781399,781399
113,1535740380,781293,781413,779831,780580
114,1535740560,780437,780437,778300,778584
115,1535740740,778378,779350,778000,779345
116,1535740920,779284,779452,778738,778880
117,1535741100,779285,780451,779153,780451
118,1535741280,780500,780997,779824,780600
119,1535741460,780420,781885,780373,781808
120,1535741640,781808,782960,781087,781287
121,1535741820,781300,781300,780000,780000
122,1535742000,780000,781386,780000,780645
123,1535742180,780644,780644,780559,780559
124,1535742900,779380,779844,779380,779519
125,1535743080,779560,781089,779504,780579
126,1535743260,780579,780894,780004,780185
127,1535743440,780353,781256,779984,781256
128,1535743620,781231,781365,780782,780782
129,1535743800,781213,781233,780758,781211
130,1535743980,781211,781500,779750,779914
131,1535744160,780001,780785,779665,780785
132,1535744340,780605,781000,780605,781000
133,1535744520,781000,781326,780268,781132
134,1535744700,781212,781500,780776,780776
135,1535744880,780775,781498,780775,781268
136,1535745060,781156,781499,780558,781350
137,1535745240,781277,781449,780695,781429
138,1535745420,781251,781400,780612,781300
139,1535745600,781299,781299,780038,780889
140,1535745780,781284,781284,780265,780934
141,1535745960,780835,781498,780468,781498
142,1535746140,781499,782000,781156,781247
143,1535746320,781247,781621,780487,781007
144,1535746500,781009,781798,780874,781500
145,1535746680,781500,782202,781499,782202
146,1535746860,782202,782413,781960,782370
147,1535747040,782370,783499,782364,783062
148,1535747220,782890,782896,782146,782725
149,1535747400,782726,782726,781500,781873
150,1535747580,781783,782513,781290,781969
151,1535747760,781869,782374,781550,781550
152,1535747940,781528,782261,781500,782079
153,1535748120,782107,782516,782071,782071
154,1535748300,782515,782515,781617,781826
155,1535748480,781878,781966,781482,781499
156,1535748660,781500,781872,780832,781286
157,1535748840,781280,781280,780380,780605
158,1535749020,780845,781611,780733,781500
159,1535749200,781780,781874,781408,781452
160,1535749380,781300,781338,779000,779608
161,1535749560,779608,779702,776917,777885
162,1535749740,778001,779000,777662,778914
