,time,open,high,low,close
0,1535806980,781308,782358,781190,782191
1,1535807160,781998,783000,781998,782879
2,1535807340,782868,782868,782073,782411
3,1535807520,782168,783200,782167,782713
4,1535807700,782726,782777,782507,782777
5,1535807880,782777,782777,782499,782500
6,1535808060,782500,782500,781690,782266
7,1535808240,782266,782766,781921,782597
8,1535808420,782692,782706,781963,781964
9,1535808600,781937,782468,781937,782468
10,1535808780,782688,782707,782479,782479
11,1535808960,782479,782688,782234,782688
12,1535809140,782688,782800,782352,782800
13,1535809320,782800,782900,782380,782600
14,1535809500,782601,782755,782378,782381
15,1535809680,782386,782622,782001,782109
16,1535809860,782109,782109,781900,781998
17,1535810040,781998,782456,781897,782456
18,1535810220,782419,782455,782113,782455
19,1535810400,782455,783000,782439,782954
20,1535810580,782957,783691,782957,783423
21,1535810760,783499,784499,783499,784097
22,1535810940,784000,784097,783427,783961
23,1535811120,783761,783787,783045,783454
24,1535811300,783452,783452,783000,783000
25,1535811480,783000,783187,782654,782677
26,1535811660,782677,782797,781542,781547
27,1535811840,781557,781797,780822,781106
28,1535812020,781298,782000,781151,781859
29,1535812200,781862,781973,781500,781873
30,1535812380,781872,782054,781223,781795
31,1535812560,781800,783199,781800,783197
32,1535812740,783153,783781,782566,783530
33,1535812920,783500,783957,782480,782845
34,1535813100,782845,783367,782357,782854
35,1535813280,782700,783305,782698,783058
36,1535813460,783058,783540,783058,783540
37,1535813640,783432,783790,783432,783790
38,1535813820,783790,789500,783790,788002
39,1535814000,788002,789584,786621,789584
40,1535814180,789500,798000,789406,792107
41,1535814360,792107,794748,791247,792000
42,1535814540,791999,795300,791401,795224
43,1535814720,795224,795237,792525,792566
44,1535814900,792565,796000,792340,794771
45,1535815080,793818,794600,793430,793910
46,1535815260,793908,794855,792678,793055
47,1535815440,793056,794070,792844,794000
48,1535815800,794000,794070,793500,793878
49,1535815980,793904,797899,793904,797114
50,1535816160,797248,797999,795420,796963
51,1535816340,796299,797000,795100,795998
52,1535816520,795998,796928,795502,796456
53,1535816700,796446,796830,795297,795297
54,1535816880,795288,795328,794195,795276
55,1535817060,795064,796019,795000,795470
56,1535817240,795389,795742,794810,794850
57,1535817420,794851,795263,794618,794692
58,1535817600,794692,795898,794618,794851
59,1535817780,794851,795336,794650,795335
60,1535817960,795335,796000,795335,796000
61,1535818140,796000,798200,795901,797001
62,1535818320,796802,797800,796524,797499
63,1535818500,797500,799000,797459,799000
64,1535818680,799000,799804,798002,799239
65,1535818860,799772,799999,798605,798953
66,1535819040,798795,798795,797495,798000
67,1535819220,797999,798840,797999,798806
68,1535819400,798823,799879,798089,799501
69,1535819580,799501,800000,798675,798873
70,1535819760,799000,799000,798088,798497
71,1535819940,798665,799000,798331,798331
72,1535820120,798492,799490,798329,798942
73,1535820300,798699,798984,796530,796530
74,1535820480,796961,797663,796530,797000
75,1535820660,797392,798860,795690,797872
76,1535820840,797807,798415,797624,798185
77,1535821020,798071,799150,797758,798769
78,1535821200,798282,798282,796937,797145
79,1535821380,797365,798201,797008,797049
80,1535821560,797551,797657,796000,796082
81,1535821740,796000,797500,796000,796878
82,1535821920,796761,796803,795849,796376
83,1535822100,796376,796860,796376,796487
84,1535822280,796500,796687,796224,796225
85,1535822460,796223,797268,796015,797268
86,1535822640,797268,797716,796999,797716
87,1535822820,797679,797855,797188,797437
88,1535823000,797439,797792,796503,796704
89,1535823180,796847,798000,796847,797670
90,1535823360,797929,797938,797062,797179
91,1535823540,797180,797806,796781,796781
92,1535823720,797484,797937,797195,797600
93,1535823900,797599,798998,797599,798600
94,1535824080,798572,798600,797651,798000
95,1535824260,798000,798231,797307,797307
96,1535824440,797308,797937,796696,797312
97,1535824620,797311,797523,796708,797309
