,time,open,high,low,close
0,1535103900,726004,726675,725720,725900
1,1535104200,725900,726138,725375,725790
2,1535104500,725638,726099,725436,725612
3,1535104800,725612,727380,725500,726653
4,1535105100,726790,727529,726465,727227
5,1535105400,727201,728310,727004,727461
6,1535105700,727481,727899,726847,727127
7,1535106000,727127,727726,726846,727726
8,1535106300,727726,727726,727001,727002
9,1535106600,727004,727111,726845,726846
10,1535106900,726846,727500,726846,727173
11,1535107200,727173,727895,727049,727502
12,1535107500,727502,728000,727264,727264
13,1535107800,727498,728197,727264,727854
14,1535108100,728197,728887,727882,728499
15,1535108400,728499,729630,728177,728304
16,1535108700,728456,728520,727500,727818
17,1535109000,727798,728614,727721,728200
18,1535109300,728500,729226,728188,728700
19,1535109600,728700,730800,728463,730800
20,1535109900,730867,731354,729240,729900
21,1535110200,729900,730200,728449,728480
22,1535110500,728449,729404,728449,729400
23,1535110800,729404,729700,729402,729500
24,1535111100,729500,729891,729001,729614
25,1535111400,729501,729501,728054,728673
26,1535111700,728848,729000,728700,728770
27,1535112000,728760,728760,727145,727561
28,1535112300,727152,727617,726641,726880
29,1535112600,726801,726880,725800,726075
30,1535112900,726213,726213,724785,725695
31,1535113200,725890,726209,724900,725000
32,1535113500,725000,726751,724746,726703
33,1535113800,726631,726790,725218,725218
34,1535114100,725239,725952,725219,725854
35,1535114400,725916,726212,725549,726211
36,1535114700,726211,726474,725902,726150
37,1535115000,726150,726715,726022,726500
38,1535115300,726500,726500,724649,725500
39,1535115600,725500,728900,725466,728900
40,1535115900,728900,729450,726420,727050
41,1535116200,727116,728103,726500,727583
42,1535116500,727507,727999,727000,727403
43,1535116800,727300,727562,726252,726881
44,1535117100,726881,727300,726881,727000
45,1535117400,727299,728100,726785,727300
46,1535117700,727000,727219,726601,726867
47,1535118000,726885,727225,726867,727225
48,1535118300,727225,728195,727225,727801
49,1535118600,727986,728950,727586,727896
50,1535118900,727837,728113,727278,727278
51,1535119200,727298,727876,727298,727370
52,1535119500,727475,727921,727375,727468
53,1535119800,727500,727658,726905,727550
54,1535120100,727556,727557,726888,727000
55,1535120400,727000,727842,727000,727500
56,1535120700,727800,727800,727354,727434
57,1535121000,727434,727756,726207,726207
58,1535121300,726213,727025,725297,725297
59,1535121600,725803,726037,724557,725502
60,1535121900,725502,725502,719860,721936
61,1535122200,722165,723920,721456,723376
62,1535122500,723372,725300,722240,724779
63,1535122800,724996,724996,723700,723996
64,1535123100,723996,724600,722857,724600
65,1535123400,724916,725000,723200,723787
66,1535123700,723787,724000,722903,723000
67,1535124000,723000,723400,722101,723400
68,1535124300,723400,723980,723400,723598
69,1535124600,723550,723550,722500,722900
70,1535124900,722900,723042,721886,721999
71,1535125200,721908,722641,720990,722139
72,1535125500,722037,722999,721793,722338
73,1535125800,722284,722443,721706,721706
74,1535126100,721706,723127,721500,722789
75,1535126400,722790,723792,722445,723135
76,1535126700,723135,723950,722513,723950
77,1535127000,723466,724498,723290,724002
78,1535127300,724002,725000,724002,724100
79,1535127600,724204,724443,723421,724282
80,1535127900,724292,724801,724292,724583
81,1535128200,724659,724994,724415,724778
82,1535128500,724674,724674,723702,724301
83,1535128800,724301,724693,723821,724264
84,1535129100,724195,725182,724195,724410
85,1535129400,724421,726950,724421,725743
86,1535129700,725698,726559,725698,726314
87,1535130000,726304,728000,726138,727402
88,1535130300,727114,731578,726717,731578
89,1535130600,731999,734600,729501,729900
90,1535130900,729900,730000,729252,730000
91,1535131200,730000,730784,728467,728600
92,1535131500,728600,729996,728207,729996
93,1535131800,729948,731410,729804,730610
94,1535132100,730681,732970,730613,731490
95,1535132400,731394,732000,730500,731099
96,1535132700,731032,731256,730505,731105
97,1535133000,731178,732284,731000,731005
98,1535133300,731021,731924,730000,730028
99,1535133600,729850,731573,729850,731000
100,1535133900,731585,731800,730306,730593
101,1535134200,730465,732000,730465,732000
102,1535134500,732000,732898,731804,732405
103,1535134800,732097,732625,731263,732320
104,1535135100,732320,732320,731328,732060
105,1535135400,732060,732524,731223,732100
106,1535135700,732099,732625,731624,732211
107,1535136000,732030,732900,731755,732368
108,1535136300,732560,735880,732560,735383
109,1535136600,735301,735590,733566,735500
110,1535136900,735467,738300,733829,737500
111,1535137200,737502,738588,735720,736577
112,1535137500,737036,737201,736750,736750
113,1535138100,735000,735675,733725,734813
114,1535138400,735604,735866,734516,735191
115,1535138700,735139,735481,733170,733463
116,1535139000,733499,735550,732700,734580
117,1535139300,734376,735783,734273,735783
118,1535139600,735218,736367,735218,735785
119,1535139900,736332,737049,735785,736088
120,1535140200,735949,736727,735472,735472
121,1535140500,735307,735786,734750,735048
122,1535140800,735267,735785,734679,735691
123,1535141100,735711,735711,734061,734879
124,1535141400,734880,736022,734500,735923
125,1535141700,736178,736748,734800,735614
126,1535142000,735732,736108,735268,735655
127,1535142300,735767,735767,733800,734000
128,1535142600,733538,734402,733070,733611
129,1535142900,733691,735000,733691,734861
130,1535143200,734878,735706,734500,735338
131,1535143500,735000,735334,734379,734970
132,1535143800,734861,735269,734861,735002
133,1535144100,735001,735398,734298,734300
134,1535144400,734299,734983,732120,734577
135,1535144700,734577,736195,734577,735385
136,1535145000,735493,735933,734702,734800
137,1535145300,734800,735450,734800,735450
138,1535145600,735450,735450,735000,735123
139,1535145900,734954,736258,734800,736258
140,1535146200,736098,740495,735700,739045
141,1535146500,739105,739500,738305,739027
142,1535146800,739090,744920,739027,743294
143,1535147100,743303,744000,741004,742100
144,1535147400,742000,742001,740610,741809
145,1535147700,741810,743236,741810,742914
146,1535148000,742914,744500,742914,743644
147,1535148300,743802,743989,741230,741573
148,1535148600,741168,742659,740995,742416
149,1535148900,742222,744472,742220,743580
150,1535149200,743500,748165,743500,745636
151,1535149500,745604,745783,744282,744723
152,1535149800,745104,745105,743000,743949
153,1535150100,743949,744164,741999,742003
154,1535150400,742282,743979,742005,743598
155,1535150700,743339,744261,743000,743860
156,1535151000,744221,744323,743282,743528
157,1535151300,743524,743557,742500,743498
158,1535151600,742982,743375,741500,742049
159,1535151900,742049,742049,740680,741686
160,1535152200,740998,743256,740566,743005
161,1535152500,743005,743101,741989,742000
162,1535152800,742001,742997,742000,742605
163,1535153100,742605,743001,742337,743001
164,1535153400,743068,743812,742882,743394
165,1535153700,743553,744004,743077,743809
166,1535154000,743750,745218,743536,745026
167,1535154300,745144,747000,744783,744783
168,1535154600,744783,745098,743212,743831
169,1535154900,743680,744257,742882,742998
170,1535155200,742998,743429,742000,743130
171,1535155500,743002,744466,742900,743547
172,1535155800,743261,743569,742496,743569
173,1535156100,743555,744000,743553,743998
174,1535156400,743651,745500,743651,744795
175,1535156700,744916,744916,743266,743926
176,1535157000,743900,744999,743900,744876
177,1535157300,744719,744998,744263,744372
178,1535157600,744798,748950,744798,746462
179,1535157900,746462,747997,746120,747645
180,1535158200,747695,748817,746501,747558
181,1535158500,747579,747707,746124,746474
182,1535158800,746492,747200,746392,747168
183,1535159100,747144,747919,746502,746509
184,1535159400,746900,746919,745354,746299
185,1535159700,746148,746299,744986,745719
186,1535160000,745500,746501,745492,746345
187,1535160300,746226,747500,745903,746829
188,1535160600,746710,747128,746119,746351
189,1535160900,746351,746351,745052,745920
190,1535161200,745944,746500,745708,746500
191,1535161500,746485,747985,746201,747255
192,1535161800,747204,747308,746500,747000
193,1535162100,747000,748100,746540,747797
194,1535162400,747804,747900,747016,747303
195,1535162700,747055,748800,747000,748680
196,1535163000,748680,750500,748205,749671
197,1535163300,749584,750200,749000,750200
198,1535163600,750499,752000,750499,752000
199,1535163900,752072,755550,751450,754057
200,1535164200,754057,756941,753600,754093
201,1535164500,754000,754206,751650,751795
202,1535164800,751653,753827,751653,752993
203,1535165100,752556,753027,750999,750999
204,1535165400,751566,752437,750965,752000
205,1535165700,752000,753913,751953,753913
206,1535166000,753914,753914,752380,752380
207,1535166300,752411,753377,752367,753127
208,1535166600,753127,753127,752500,752502
209,1535166900,752511,753300,752501,753300
210,1535167200,753300,753900,753001,753900
211,1535167500,753900,755000,753700,754065
