,time,open,high,low,close
0,1535277600,739730,740172,739380,740172
1,1535277900,740461,741118,740118,740993
2,1535278200,740975,741693,740913,740913
3,1535278500,740895,740948,740515,740900
4,1535278800,740900,741236,740336,740557
5,1535279100,740499,740499,739482,739850
6,1535279400,739635,739772,738789,739458
7,1535279700,739479,740637,739479,740500
8,1535280000,740549,740574,739718,739730
9,1535280300,739739,740339,739642,739661
10,1535280600,739661,740135,739661,739784
11,1535280900,739726,740375,739726,740314
12,1535281200,740314,740314,740100,740100
13,1535281500,740149,741000,740149,740649
14,1535281800,740598,741236,740598,740892
15,1535282100,740892,741991,740892,741244
16,1535282400,741131,742900,740805,742370
17,1535282700,742700,742800,741941,742460
18,1535283000,742374,743000,741986,743000
19,1535283300,743000,744502,742707,744301
20,1535283600,744301,744844,743504,743831
21,1535283900,744086,745000,744005,744908
22,1535284200,744908,745450,743341,744578
23,1535284500,744688,744688,742716,742904
24,1535284800,743330,744228,743001,743333
25,1535285100,743491,743960,743001,743946
26,1535285400,743960,744688,743958,744228
27,1535285700,744228,744563,743313,743835
28,1535286000,743646,743646,741385,742095
29,1535286300,742095,743233,742095,742779
30,1535286600,742806,743800,742505,743500
31,1535286900,743500,743500,742749,742896
32,1535287200,742897,742897,740753,742500
33,1535287500,742184,742184,740990,741089
34,1535287800,741088,742000,740775,741966
35,1535288100,741966,742200,741459,742200
36,1535288400,742168,743000,742023,742698
37,1535288700,742700,743350,742589,743233
38,1535289000,743149,743500,742908,743330
39,1535289300,743500,744350,743347,744014
40,1535289600,744016,744300,744000,744300
41,1535289900,744300,745556,744211,744547
42,1535290200,744743,744932,744004,744500
43,1535290500,744501,744501,743050,744060
44,1535290800,743958,743958,743164,743581
45,1535291100,743581,744896,742828,744896
46,1535291400,744534,745000,743989,744742
47,1535291700,744742,744826,743752,744204
48,1535292000,743745,746770,743640,746100
49,1535292300,746200,747724,746100,746501
50,1535292600,746642,747627,746510,747199
51,1535292900,747206,748502,746932,748501
52,1535293200,748501,748501,746221,747196
53,1535293500,747192,747198,744481,744557
54,1535293800,744889,746311,743500,744643
55,1535294100,744333,745407,744332,745017
56,1535294400,745150,745150,744000,744440
57,1535294700,744806,745000,744392,744392
58,1535295000,744356,744563,742300,742994
59,1535295300,742997,743657,741951,743195
60,1535295600,742993,744074,742993,743718
