,time,open,high,low,close
0,1534929900,738000,738390,736680,736930
1,1534930200,736787,736930,736001,736494
2,1534930500,736494,737100,736421,737000
3,1534930800,737000,737708,737000,737377
4,1534931100,737490,738082,737490,737569
5,1534931400,737500,737500,736554,736994
6,1534931700,736988,737304,736300,736559
7,1534932000,736656,736943,735279,735279
8,1534932300,735279,737200,735005,736578
9,1534932600,736561,737000,736270,736600
10,1534932900,736600,737000,736494,736628
11,1534933200,736527,737134,736490,736901
12,1534933500,737168,737499,736666,736999
13,1534933800,736782,737200,736500,736500
14,1534934100,736237,736596,734880,735459
15,1534934400,735578,736329,735460,735460
16,1534934700,735471,736466,735471,736061
17,1534935000,736057,736061,735695,735959
18,1534935300,735894,735894,734927,735261
19,1534935600,735261,735791,735261,735264
20,1534935900,735681,736459,735587,736459
21,1534936200,736275,736459,734500,734500
22,1534936500,734414,734781,732779,733623
23,1534936800,733623,734600,733239,734083
24,1534937100,734005,734005,733146,733698
25,1534937400,733698,735155,733601,735087
26,1534937700,735150,736100,734811,735279
27,1534938000,735279,735921,734927,735600
28,1534938300,735600,735621,734182,735010
29,1534938600,734985,735383,734450,734554
30,1534938900,734844,734881,734225,734691
31,1534939200,734893,735848,734743,735582
32,1534939500,735769,735769,734409,735200
33,1534939800,735008,736380,735008,735973
34,1534940100,735927,736979,735828,736757
35,1534940400,736570,737000,736130,736204
36,1534940700,736304,736354,735759,736081
37,1534941000,736081,736132,735000,735597
38,1534941300,735597,736111,734618,736110
39,1534941600,736107,736111,735441,735500
40,1534941900,735500,735500,735441,735500
41,1534942200,735441,735714,735441,735605
42,1534942500,735500,735799,734273,734274
43,1534942800,734274,734934,734274,734647
44,1534943100,734647,734999,734000,734423
45,1534943400,734423,734702,734301,734396
46,1534943700,734396,735000,733934,734550
47,1534944000,734990,735306,734575,734827
48,1534944300,734803,735190,734800,734800
49,1534944600,734683,735306,734683,735200
50,1534944900,735200,735555,735000,735381
51,1534945200,735382,735600,734642,735600
52,1534945500,735600,735600,735000,735045
53,1534945800,735067,735678,735007,735677
54,1534946100,735588,735588,734555,734555
55,1534946400,734558,735650,734555,735449
56,1534946700,735360,735363,735000,735000
57,1534947000,734907,734986,734300,734940
58,1534947300,734647,734941,734300,734575
59,1534947600,734940,734940,734485,734500
60,1534947900,734573,734595,734144,734469
