,time,open,high,low,close
0,1536417300,712901,712989,712476,712476
1,1536417600,712478,712486,711314,711314
2,1536417900,711313,712872,710136,712829
3,1536418200,712830,712989,711713,712672
4,1536418500,712722,712989,711154,711462
5,1536418800,711461,712412,711288,712300
6,1536419100,712300,712300,711245,711913
7,1536419400,711913,712500,711047,711672
8,1536419700,711613,711981,711200,711200
9,1536420000,711296,713620,711200,713028
10,1536420300,713273,714440,712717,714440
11,1536420600,714440,715236,713700,714039
12,1536420900,713701,714187,713050,713236
13,1536421200,713518,714042,713361,713815
14,1536421500,713817,713817,713301,713309
15,1536421800,713550,713603,713000,713394
16,1536422100,713394,714688,713394,714357
17,1536422400,714265,715184,714265,714648
18,1536422700,714845,715258,714258,714499
19,1536423000,714365,714365,713814,714299
20,1536423300,714299,714299,713549,713621
21,1536423600,713551,714138,712764,713874
22,1536423900,713874,713874,713221,713874
23,1536424200,713998,714000,713997,713998
24,1536424500,713998,714301,713444,713444
25,1536424800,713415,713762,713092,713762
26,1536425100,713242,713289,712536,712971
27,1536425400,712589,713960,712589,713715
28,1536425700,713605,713605,712428,712428
29,1536426000,712428,712428,708712,709534
30,1536426300,709502,711795,709270,710633
31,1536426600,710702,711178,709089,709090
32,1536426900,709062,711280,707885,708701
33,1536427200,708701,710880,707607,710725
34,1536427500,710748,711467,710041,710579
35,1536427800,710580,710900,709851,710011
36,1536428100,709854,710180,708954,709050
37,1536428400,709050,710237,708100,709840
38,1536428700,709961,710322,708695,709149
39,1536429000,709212,709212,696090,697192
40,1536429300,697212,720000,692347,694809
41,1536429600,695889,721200,693055,693741
42,1536429900,693462,694141,690000,692000
43,1536430200,692001,693421,690055,692715
44,1536430500,692716,693741,689476,689650
45,1536430800,689476,691910,688225,688225
46,1536431100,688225,690563,688080,689738
47,1536431400,689332,690887,686920,686920
48,1536431700,686920,690240,685000,687585
49,1536432000,687585,687957,685660,686188
50,1536432300,685808,688936,685557,688733
51,1536432600,688730,688909,686701,686978
52,1536432900,686979,688672,686223,688277
53,1536433200,688330,691211,688278,689218
54,1536433500,689686,689686,689434,689434
55,1536434100,690610,691572,689435,691250
56,1536434400,691339,691464,689380,690000
57,1536434700,690000,690228,688500,689319
58,1536435000,689246,689452,688465,689322
59,1536435300,689026,690500,689026,690000
60,1536435600,690000,690125,689478,689825
61,1536435900,689825,690771,689825,690100
62,1536436200,690100,690327,688987,689601
63,1536436500,689600,689999,687568,687740
64,1536436800,687642,689502,687535,689483
65,1536437100,689385,689501,688514,689275
66,1536437400,689273,689577,688000,688022
67,1536437700,688000,689015,687620,688300
68,1536438000,688689,689001,687672,687871
69,1536438300,687726,687858,685202,687858
70,1536438600,687857,688630,686301,686900
71,1536438900,686621,688070,683489,683490
72,1536439200,683480,686719,683333,684002
73,1536439500,684299,687466,684299,685663
74,1536439800,685600,686644,685123,686012
75,1536440100,685977,686239,684924,685695
76,1536440400,685716,689076,685716,688316
77,1536440700,688026,689699,687974,689325
78,1536441000,689695,689830,688001,688116
79,1536441300,688230,688675,687974,688235
80,1536441600,688255,688338,686734,687003
81,1536441900,687005,687070,686145,686596
82,1536442200,686980,687557,686401,687180
83,1536442500,687230,688364,687036,688223
84,1536442800,688223,689000,687972,688616
85,1536443100,688616,688616,687499,687499
86,1536443400,687499,688239,687457,688108
87,1536443700,688110,688110,687708,688108
88,1536444000,688107,688464,687814,688464
89,1536444300,688225,688545,687500,688000
90,1536444600,688001,688614,688000,688606
91,1536444900,688614,690937,688606,690844
92,1536445200,690585,690980,689715,689868
93,1536445500,689753,690369,689400,689400
94,1536445800,689400,690455,689001,690384
95,1536446100,690402,691000,690165,690751
96,1536446400,690999,692000,689801,689999
97,1536446700,689917,689999,689001,689200
98,1536447000,689301,689301,687287,688500
99,1536447300,688510,689177,688346,688598
100,1536447600,688598,689415,688596,689125
101,1536447900,689125,689993,689123,689600
102,1536448200,689658,690000,689124,689449
103,1536448500,689630,689717,688501,688640
104,1536448800,688541,689418,688500,688949
105,1536449100,689000,689946,688857,689832
106,1536449400,689931,690000,689600,689990
107,1536449700,689833,690049,689620,689832
108,1536450000,689832,691000,689822,690884
109,1536450300,690948,690974,690100,690137
110,1536450600,690259,690658,690000,690118
111,1536450900,690116,690368,689002,689183
112,1536451200,689111,689795,689111,689333
113,1536451500,689332,689660,689000,689001
114,1536451800,689000,689191,687930,687998
115,1536452100,687995,688952,687995,688413
116,1536452400,688389,688824,687600,688824
117,1536452700,688563,689930,688563,689310
118,1536453000,689277,689803,689173,689499
119,1536453300,689498,689500,688931,688931
120,1536453600,689014,689155,688598,689141
121,1536453900,689052,689141,687834,687834
122,1536454200,688374,689118,688100,688756
123,1536454500,688757,690780,688000,688991
124,1536454800,688992,689045,688936,688936
125,1536455100,688936,689680,688936,689502
126,1536455400,689599,689992,689501,689592
127,1536455700,689585,691000,689502,690384
128,1536456000,690538,690616,689607,689977
129,1536456300,689977,690189,689800,690061
130,1536456600,690372,691000,689916,690192
131,1536456900,690266,690490,689740,689740
132,1536457200,689740,690386,689740,690316
133,1536457500,690242,690898,690000,690188
134,1536457800,690492,690800,690100,690473
135,1536458100,690102,690900,690100,690466
136,1536458400,690498,691653,690301,691181
137,1536458700,691132,691371,690383,690383
138,1536459000,690382,690692,689806,689807
139,1536459300,690000,690184,689740,689885
140,1536459600,689976,690253,689740,690067
141,1536459900,690202,690323,688520,689248
142,1536460200,689000,689740,689000,689440
143,1536460500,689439,689525,688500,689114
144,1536460800,689116,689431,688500,689420
145,1536461100,689420,689421,688500,688999
146,1536461400,688999,689418,688500,689418
147,1536461700,689391,689418,688302,688399
148,1536462000,688302,688304,686801,687319
149,1536462300,687336,687988,686801,687988
150,1536462600,687702,688096,686801,687549
151,1536462900,687550,687677,685717,687002
152,1536463200,687000,687690,686860,687335
153,1536463500,687336,688755,687001,688179
154,1536463800,688259,688773,687000,688015
155,1536464100,687989,688688,687905,688065
156,1536464400,688066,688683,688055,688460
157,1536464700,688389,688410,687744,688081
158,1536465000,687948,688368,687749,687790
